,GEO_CODE,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km and over,Work or study mainly at or from home,Other (including no fixed place of work; working on an offshore installation and working outside the UK)
3124,S01003126,176,81,46,5,7,27,21
3125,S01003127,211,166,97,33,10,24,56
3126,S01003128,76,126,55,34,26,14,31
3127,S01003129,152,244,142,50,50,29,49
3128,S01003130,135,201,74,38,28,20,32
3129,S01003131,143,230,111,45,35,31,29
3130,S01003132,76,74,49,9,9,13,20
3131,S01003133,174,277,144,55,48,65,59
3132,S01003134,164,115,62,20,7,20,21
3133,S01003135,134,139,44,23,9,19,35
3134,S01003136,170,205,91,39,23,37,28
3135,S01003137,93,179,79,28,32,19,17
3136,S01003138,112,166,83,25,15,26,35
3137,S01003139,120,286,135,40,75,45,48
3138,S01003140,172,123,106,12,10,23,31
3139,S01003141,89,223,110,49,57,22,38
3140,S01003142,125,98,30,15,2,16,19
3141,S01003143,149,180,88,41,25,42,45
3142,S01003144,146,110,135,8,7,24,27
3143,S01003145,55,113,123,48,7,15,45
3144,S01003146,85,226,85,38,39,22,30
3145,S01003147,151,115,111,23,11,15,36
3146,S01003148,115,117,137,38,15,31,32
3147,S01003149,136,224,88,31,41,35,38
3148,S01003150,144,111,41,14,1,16,23
3149,S01003151,118,104,126,34,18,14,43
3150,S01003152,159,155,60,27,20,28,34
3151,S01003153,124,176,90,28,34,37,18
3152,S01003154,156,232,87,40,47,22,47
3153,S01003155,96,235,328,63,62,31,62
3154,S01003156,127,198,82,41,31,28,42
3155,S01003157,132,234,74,26,24,27,33
3156,S01003158,96,79,39,15,3,21,22
3157,S01003159,161,61,25,9,2,20,17
3158,S01003160,148,92,84,14,2,15,27
3159,S01003161,90,95,84,14,5,22,28
3160,S01003162,90,78,113,22,4,25,31
3161,S01003163,98,157,73,30,18,28,27
3162,S01003164,199,198,61,45,29,52,34
3163,S01003165,186,186,61,34,20,30,50
3164,S01003166,82,226,74,29,32,25,18
3165,S01003167,149,106,71,11,10,45,17
3166,S01003168,120,256,62,46,45,33,46
3167,S01003169,77,189,212,55,39,17,36
3168,S01003170,156,220,74,21,31,58,32
3169,S01003171,113,209,62,13,19,38,11
3170,S01003172,118,226,45,28,30,30,29
3171,S01003173,89,141,57,20,22,32,22
3172,S01003174,147,171,49,32,19,45,55
3173,S01003175,140,103,26,17,13,30,39
3174,S01003176,108,261,51,26,30,36,47
3175,S01003177,189,246,86,39,48,56,37
3176,S01003178,161,126,66,9,4,9,19
3177,S01003179,136,156,33,23,15,56,24
3178,S01003180,181,127,143,52,17,22,48
3179,S01003181,201,119,119,18,9,30,43
3180,S01003182,153,92,66,11,3,26,25
3181,S01003183,159,176,53,27,30,32,31
3182,S01003184,183,101,70,11,10,34,24
3183,S01003185,77,81,18,8,4,12,26
3184,S01003186,160,248,70,35,44,46,42
3185,S01003187,166,289,79,27,40,62,39
3186,S01003188,149,153,43,26,22,38,30
3187,S01003189,160,174,68,20,18,45,32
3188,S01003190,133,145,50,13,20,31,26
3189,S01003191,100,118,38,9,12,25,20
3190,S01003192,122,232,58,36,14,15,27
3191,S01003193,69,72,171,51,25,17,36
3192,S01003194,143,81,54,30,7,20,32
3193,S01003195,115,68,169,54,19,23,39
3194,S01003196,143,263,81,27,43,49,17
3195,S01003197,86,61,160,49,18,16,30
3196,S01003198,205,154,53,21,6,62,31
3197,S01003199,179,126,176,53,15,24,62
3198,S01003200,115,136,35,15,17,17,31
3199,S01003201,139,96,53,11,0,18,11
3200,S01003202,150,104,36,18,8,16,39
3201,S01003203,118,131,96,18,14,17,32
3202,S01003204,199,173,127,35,13,38,34
3203,S01003205,119,140,34,34,11,25,35
3204,S01003206,152,130,41,16,13,24,39
3205,S01003207,167,185,50,22,29,49,35
3206,S01003208,216,90,51,18,4,27,19
3207,S01003209,92,103,70,14,9,16,18
3208,S01003210,138,213,49,31,37,57,28
3209,S01003211,182,172,41,20,21,120,36
3210,S01003212,133,74,196,87,17,32,45
3211,S01003213,132,71,77,33,6,18,19
3212,S01003214,115,65,138,53,9,10,38
3213,S01003215,242,115,141,23,20,29,39
3214,S01003216,117,92,95,18,11,10,28
3215,S01003217,107,85,26,15,3,21,16
3216,S01003218,135,121,110,23,14,25,31
3217,S01003219,111,121,96,21,10,7,35
3218,S01003220,161,129,38,14,34,71,40
3219,S01003221,143,140,114,13,11,7,26
3220,S01003222,182,137,43,18,21,63,25
3221,S01003223,198,78,98,28,7,29,25
3222,S01003224,115,77,166,52,23,25,36
3223,S01003225,113,73,42,17,20,24,29
3224,S01003226,183,113,38,27,4,13,29
3225,S01003227,219,159,57,32,38,87,35
3226,S01003228,141,80,105,50,11,15,36
3227,S01003229,166,283,73,36,54,66,27
3228,S01003230,114,143,77,15,8,26,28
3229,S01003231,139,82,128,39,9,31,46
3230,S01003232,154,108,44,13,11,31,37
3231,S01003233,170,91,253,82,18,39,54
3232,S01003234,113,232,59,25,26,54,19
3233,S01003235,146,66,149,47,8,13,34
3234,S01003236,199,131,40,15,29,78,21
3235,S01003237,161,88,157,58,8,25,40
3236,S01003238,168,124,139,15,17,13,33
3237,S01003239,223,151,125,24,29,21,48
3238,S01003240,190,112,141,22,25,26,30
3239,S01003241,145,73,160,49,3,16,31
3240,S01003242,130,247,68,24,37,29,34
3241,S01003243,155,115,136,19,18,18,31
3242,S01003244,125,78,130,60,11,21,36
3243,S01003245,133,89,33,7,4,23,31
3244,S01003246,124,38,94,50,6,22,29
3245,S01003247,190,133,65,27,5,26,29
3246,S01003248,118,123,34,31,8,21,36
3247,S01003249,133,110,90,33,13,22,30
3248,S01003250,80,90,41,11,16,16,18
3249,S01003251,149,101,37,15,1,20,21
3250,S01003252,97,45,184,62,13,21,45
3251,S01003253,135,62,43,15,3,29,19
3252,S01003254,97,71,26,15,10,20,9
3253,S01003255,173,127,101,26,11,24,33
3254,S01003256,190,138,50,9,10,46,25
3255,S01003257,161,178,50,23,25,75,22
3256,S01003258,147,74,208,91,21,19,59
3257,S01003259,181,128,183,140,27,46,56
3258,S01003260,124,62,198,55,20,24,36
3259,S01003261,148,168,200,34,32,20,37
3260,S01003262,151,109,116,31,12,15,39
3261,S01003263,140,98,32,20,5,24,33
3262,S01003264,59,111,56,8,14,9,16
3263,S01003265,112,65,114,19,13,25,27
3264,S01003266,119,49,71,22,4,20,17
3265,S01003267,125,51,125,46,8,13,33
3266,S01003268,235,123,45,34,25,10,32
3267,S01003269,178,143,72,27,13,22,42
3268,S01003270,147,137,62,46,10,18,38
3269,S01003271,197,181,64,45,23,21,43
3270,S01003272,211,110,45,25,7,22,31
3271,S01003273,102,114,34,17,3,16,24
3272,S01003274,173,88,46,32,15,35,28
3273,S01003275,156,76,140,36,9,26,42
3274,S01003276,145,60,183,78,19,20,41
3275,S01003277,84,44,94,60,13,24,37
3276,S01003278,175,112,131,17,25,13,30
3277,S01003279,142,47,15,9,9,26,14
3278,S01003280,126,290,56,16,44,40,29
3279,S01003281,223,74,92,23,14,28,28
3280,S01003282,187,107,155,20,23,25,39
3281,S01003283,155,58,171,73,15,21,39
3282,S01003284,129,146,85,9,12,11,42
3283,S01003285,223,88,32,31,26,32,27
3284,S01003286,137,145,50,23,9,49,35
3285,S01003287,179,70,46,7,2,27,14
3286,S01003288,129,48,199,56,21,22,36
3287,S01003289,138,54,33,17,5,8,18
3288,S01003290,183,78,106,37,12,18,37
3289,S01003291,107,73,61,8,9,17,27
3290,S01003292,142,47,202,65,16,18,47
3291,S01003293,194,55,97,32,1,18,24
3292,S01003294,111,112,54,14,12,19,19
3293,S01003295,192,96,248,51,24,28,77
3294,S01003296,126,71,36,19,2,18,21
3295,S01003297,129,50,14,8,8,16,16
3296,S01003298,216,139,195,18,22,28,42
3297,S01003299,117,61,30,15,4,18,8
3298,S01003300,154,72,171,66,14,25,38
3299,S01003301,171,89,96,22,6,15,52
3300,S01003302,175,87,47,23,16,20,22
3301,S01003303,360,115,69,74,59,31,56
3302,S01003304,163,206,49,12,25,40,42
3303,S01003305,159,101,207,49,30,15,46
3304,S01003306,162,98,66,13,8,25,23
3305,S01003307,211,89,124,15,9,18,32
3306,S01003308,170,116,97,15,17,18,27
3307,S01003309,171,60,74,22,2,32,22
3308,S01003310,174,75,101,13,12,19,28
3309,S01003311,150,57,202,73,23,25,43
3310,S01003312,122,53,82,18,4,36,18
3311,S01003313,220,163,55,26,7,20,36
3312,S01003314,93,75,38,17,6,13,22
3313,S01003315,151,148,42,17,17,20,12
3314,S01003316,179,186,45,15,14,14,31
3315,S01003317,233,76,153,57,16,28,55
3316,S01003318,178,66,177,89,25,22,49
3317,S01003320,155,134,36,17,22,53,33
3318,S01003321,117,64,155,77,15,26,43
3319,S01003322,100,235,70,22,31,24,37
3320,S01003323,141,43,178,56,20,7,34
3321,S01003324,121,164,48,18,14,29,29
3322,S01003325,255,140,140,19,20,30,35
3323,S01003326,158,75,89,19,13,11,21
3324,S01003327,141,170,39,13,13,32,22
3325,S01003328,209,73,45,41,33,11,24
3326,S01003329,146,81,168,42,10,14,43
3327,S01003330,209,75,258,122,28,38,60
3328,S01003331,86,35,24,9,7,14,18
3329,S01003332,137,40,65,21,10,31,26
3330,S01003333,148,76,52,21,7,16,37
3331,S01003334,194,97,95,8,13,22,34
3332,S01003335,174,45,41,22,31,12,28
3333,S01003336,174,58,88,27,6,17,30
3334,S01003337,192,86,44,25,3,19,23
3335,S01003338,236,178,36,23,26,27,43
3336,S01003339,224,92,111,30,19,31,43
3337,S01003340,174,80,163,54,6,30,34
3338,S01003341,166,75,170,99,39,31,34
3339,S01003342,188,113,29,9,3,37,20
3340,S01003343,152,54,61,18,3,34,9
3341,S01003344,163,109,76,12,5,31,25
3342,S01003345,217,125,154,15,25,19,41
3343,S01003346,196,119,59,26,28,26,34
3344,S01003347,176,72,35,16,1,20,23
3345,S01003348,228,140,67,39,53,34,58
3346,S01003349,251,62,45,8,27,32,21
3347,S01003350,146,92,55,10,7,21,20
3348,S01003351,155,286,47,15,27,41,32
3349,S01003352,160,50,108,20,6,20,33
3350,S01003353,178,124,49,10,9,29,29
3351,S01003354,117,76,51,24,4,18,48
3352,S01003355,232,111,64,21,13,18,37
3353,S01003356,199,119,48,21,4,17,34
3354,S01003357,177,108,34,10,9,30,33
3355,S01003358,279,72,31,40,38,33,48
3356,S01003359,211,65,278,119,35,35,50
3357,S01003360,196,66,148,46,14,25,30
3358,S01003361,127,45,71,29,3,26,24
3359,S01003362,145,108,94,20,13,11,11
3360,S01003363,139,56,75,34,5,25,23
3361,S01003364,152,79,28,8,15,22,26
3362,S01003365,187,163,46,14,11,54,23
3363,S01003366,329,81,21,21,36,34,46
3364,S01003367,205,142,57,9,19,22,31
3365,S01003368,533,72,33,42,42,57,33
3366,S01003369,104,67,40,28,5,6,29
3367,S01003370,217,199,40,35,22,29,45
3368,S01003371,149,186,59,34,23,20,31
3369,S01003372,161,60,81,30,6,31,30
3370,S01003373,238,67,29,28,28,27,31
3371,S01003374,148,25,62,28,1,13,12
3372,S01003375,156,102,64,13,31,20,24
3373,S01003376,155,42,83,15,5,21,18
3374,S01003377,122,68,108,30,6,16,18
3375,S01003378,204,122,42,25,6,27,22
3376,S01003379,194,39,67,20,4,28,34
3377,S01003380,196,173,49,34,16,24,36
3378,S01003381,144,150,67,35,16,22,38
3379,S01003382,235,88,25,17,17,31,37
3380,S01003383,165,103,70,30,8,26,45
3381,S01003384,193,142,56,20,37,33,37
3382,S01003385,171,236,66,26,25,36,39
3383,S01003386,113,73,38,13,16,14,11
3384,S01003387,135,152,53,27,10,27,40
3385,S01003388,179,169,40,11,15,29,26
3386,S01003389,211,209,62,23,7,22,23
3387,S01003390,228,82,94,44,7,22,24
3388,S01003391,208,97,37,15,3,32,21
3389,S01003392,154,182,49,29,20,27,22
3390,S01003393,100,146,56,40,12,12,37
3391,S01003394,233,64,112,81,17,35,39
3392,S01003395,159,176,46,35,20,22,38
3393,S01003396,150,118,45,3,14,37,23
3394,S01003397,201,70,79,35,5,22,18
3395,S01003398,201,66,136,68,16,34,44
3396,S01003399,889,59,26,29,23,155,81
3397,S01003400,79,115,44,19,8,15,22
3398,S01003401,193,70,61,13,2,31,21
3399,S01003402,240,51,98,39,5,20,22
3400,S01003403,274,110,26,14,18,33,33
3401,S01003404,142,85,43,12,7,35,17
3402,S01003405,167,52,111,67,12,23,36
3403,S01003406,131,162,45,28,14,12,39
3404,S01003407,95,131,42,28,6,16,19
3405,S01003408,212,66,20,21,10,16,26
3406,S01003409,212,127,59,39,22,44,31
3407,S01003410,421,48,24,34,31,22,24
3408,S01003411,281,158,68,13,25,17,33
3409,S01003412,208,176,46,12,20,26,32
3410,S01003413,183,133,87,35,10,24,31
3411,S01003414,143,33,79,38,6,14,18
3412,S01003415,563,86,30,17,14,112,52
3413,S01003416,193,62,23,11,11,34,31
3414,S01003417,168,145,46,32,24,22,39
3415,S01003418,168,143,49,8,20,19,27
3416,S01003419,185,101,90,41,6,28,27
3417,S01003420,235,45,72,45,2,27,26
3418,S01003421,77,75,38,24,3,12,24
3419,S01003422,153,124,38,17,3,18,27
3420,S01003423,279,56,38,31,36,21,22
3421,S01003424,206,192,97,19,26,15,29
3422,S01003425,392,167,40,15,33,52,39
3423,S01003426,139,236,58,37,20,15,44
3424,S01003427,98,156,61,31,12,8,25
3425,S01003428,162,56,70,24,2,9,27
3426,S01003429,673,98,26,10,26,94,54
3427,S01003430,351,84,37,25,30,28,52
3428,S01003431,48,94,41,22,3,6,19
3429,S01003432,385,167,35,24,37,51,45
3430,S01003433,597,61,29,25,35,53,39
3431,S01003434,137,52,95,39,3,38,25
3432,S01003435,204,36,87,55,5,25,22
3433,S01003436,135,109,88,19,27,12,26
3434,S01003437,266,117,29,13,26,33,25
3435,S01003438,308,219,57,30,33,29,37
3436,S01003439,120,40,18,13,7,13,23
3437,S01003440,99,96,40,28,1,22,20
3438,S01003441,185,185,84,10,20,30,32
3439,S01003442,190,45,20,12,7,31,21
3440,S01003443,231,109,36,11,4,34,28
3441,S01003444,176,44,92,23,1,33,16
3442,S01003445,322,102,45,20,7,41,21
3443,S01003446,242,29,18,25,16,20,19
3444,S01003447,762,57,62,23,17,90,74
3445,S01003448,76,128,39,25,5,14,29
3446,S01003449,426,57,36,35,30,60,34
3447,S01003450,206,150,27,14,30,32,35
3448,S01003451,172,179,52,33,37,22,43
3449,S01003452,149,136,75,32,6,29,47
3450,S01003453,337,86,43,30,48,48,34
3451,S01003454,300,80,23,15,18,46,23
3452,S01003455,134,84,61,28,5,31,24
3453,S01003456,165,45,47,47,2,17,13
3454,S01003457,194,86,33,14,1,26,23
3455,S01003458,225,160,57,30,11,26,34
3456,S01003459,194,126,148,23,11,24,39
3457,S01003460,334,182,46,16,41,45,44
3458,S01003461,124,138,61,33,18,18,19
3459,S01003462,122,47,98,30,9,21,16
3460,S01003463,213,80,22,6,7,52,17
3461,S01003464,440,111,38,48,31,54,32
3462,S01003465,191,225,90,26,34,20,46
3463,S01003466,190,149,28,11,19,36,23
3464,S01003467,107,87,102,34,9,14,27
3465,S01003468,329,72,28,24,12,49,29
3466,S01003469,238,215,72,31,27,25,40
3467,S01003470,211,193,42,20,25,21,35
3468,S01003471,220,94,83,32,6,38,25
3469,S01003472,225,83,27,24,3,28,23
3470,S01003473,239,75,50,25,27,32,36
3471,S01003474,344,116,27,33,19,29,29
3472,S01003475,291,73,36,21,27,17,35
3473,S01003476,163,120,168,63,21,43,42
3474,S01003477,208,281,101,45,45,44,38
3475,S01003478,203,173,41,26,25,23,35
3476,S01003479,202,181,48,24,24,32,24
3477,S01003480,99,103,62,7,6,21,25
3478,S01003481,240,224,52,26,42,34,36
3479,S01003482,137,53,21,9,14,22,25
3480,S01003483,95,80,91,30,10,17,30
3481,S01003484,360,202,37,23,35,52,36
3482,S01003485,455,138,60,36,41,55,48
3483,S01003486,244,90,91,36,3,19,23
3484,S01003487,398,143,56,23,23,63,35
3485,S01003488,157,129,59,18,4,21,21
3486,S01003489,170,165,38,23,6,27,37
3487,S01003490,191,77,40,32,22,22,24
3488,S01003491,176,55,25,11,5,28,28
3489,S01003492,258,96,45,30,32,42,44
3490,S01003493,128,118,61,9,14,20,29
3491,S01003494,186,93,33,12,18,24,24
3492,S01003495,183,188,57,22,7,16,35
3493,S01003496,162,249,76,30,41,22,38
3494,S01003497,291,222,68,22,43,41,37
3495,S01003498,126,176,67,20,18,29,38
3496,S01003499,220,231,81,27,37,22,40
3497,S01003500,172,51,8,10,6,32,16
3498,S01003501,223,125,40,11,33,30,36
3499,S01003502,165,53,83,77,6,29,22
3500,S01003503,183,168,47,29,37,27,33
3501,S01003504,295,149,35,26,20,50,34
3502,S01003506,372,161,61,36,35,57,46
3503,S01003507,246,69,37,22,28,17,22
3504,S01003508,129,119,43,13,20,18,19
3505,S01003509,241,194,42,19,54,46,43
3506,S01003510,231,157,42,17,12,40,34
3507,S01003511,270,293,60,31,53,48,52
3508,S01003512,75,80,90,17,2,16,17
3509,S01003513,315,153,34,16,24,32,21
3510,S01003514,270,192,51,27,30,31,42
3511,S01003515,140,123,43,24,7,22,29
3512,S01003516,71,165,132,51,18,26,39
3513,S01003517,226,129,70,40,42,25,42
3514,S01003518,205,192,141,23,36,25,38
3515,S01003519,171,100,33,15,13,17,30
3516,S01003520,191,176,63,20,40,33,28
3517,S01003521,202,123,31,13,19,16,23
3518,S01003522,231,228,47,21,50,49,35
3519,S01003523,50,74,62,14,6,13,20
3520,S01003524,234,270,123,41,50,38,53
3521,S01003525,220,255,77,30,50,31,38
3522,S01003526,329,199,44,31,38,57,39
3523,S01003527,233,173,110,32,33,27,25
3524,S01003528,81,96,156,55,11,13,29
3525,S01003529,121,129,66,33,15,14,28
3526,S01003530,253,178,51,37,54,22,46
3527,S01003531,142,119,98,16,16,18,17
3528,S01003532,229,148,162,27,49,32,32
3529,S01003533,108,121,32,17,7,29,20
3530,S01003534,172,276,70,30,24,17,44
3531,S01003535,130,124,148,20,17,18,42
3532,S01003536,271,234,98,37,62,44,49
3533,S01003537,182,125,34,20,19,34,35
3534,S01003538,116,106,46,15,2,22,20
3535,S01003539,185,248,92,29,53,28,23
3536,S01003540,159,128,44,8,8,17,41
3537,S01003541,206,175,54,19,9,46,35
3538,S01003542,200,202,66,32,35,50,30
3539,S01003543,190,127,27,9,3,28,11
3540,S01003544,186,115,29,20,31,32,22
3541,S01003545,350,230,59,34,44,49,38
3542,S01003546,178,169,41,22,20,18,37
3543,S01003547,218,165,50,38,42,33,38
3544,S01003548,79,66,35,10,8,28,16
3545,S01003549,171,117,56,13,4,24,24
3546,S01003550,59,159,143,65,26,54,30
3547,S01003551,166,121,48,16,4,18,32
3548,S01003552,192,259,94,36,57,41,36
3549,S01003553,111,120,33,10,4,17,15
3550,S01003554,229,159,50,34,31,24,32
3551,S01003555,284,196,46,30,31,52,42
3552,S01003556,153,128,139,27,26,29,22
3553,S01003557,140,105,51,15,2,26,22
3554,S01003558,233,255,68,50,57,50,28
3555,S01003559,153,153,220,30,24,28,39
3556,S01003560,227,218,95,40,49,29,33
3557,S01003561,180,167,39,19,3,35,34
3558,S01003562,125,105,71,6,6,18,16
3559,S01003563,117,101,39,16,5,18,22
3560,S01003564,153,141,35,10,5,29,29
3561,S01003565,178,121,39,15,5,26,28
3562,S01003566,215,193,49,32,42,22,34
3563,S01003567,173,137,35,14,8,40,27
3564,S01003568,169,177,45,37,43,58,24
3565,S01003569,184,107,78,16,18,31,17
3566,S01003570,129,109,135,24,32,22,22
3567,S01003571,165,154,144,23,18,27,32
3568,S01003572,211,138,38,21,18,22,15
3569,S01003573,188,113,57,27,6,16,32
3570,S01003574,237,290,67,41,52,38,44
3571,S01003575,132,122,85,13,6,33,23
3572,S01003576,139,201,76,20,44,41,23
3573,S01003577,153,98,62,14,3,16,35
3574,S01003578,118,71,22,8,3,17,11
3575,S01003579,114,107,24,6,1,19,18
3576,S01003580,178,211,58,40,19,25,35
3577,S01003581,1036,201,46,20,25,64,55
3578,S01003582,77,80,14,9,8,14,18
3579,S01003583,94,70,40,9,4,20,12
3580,S01003584,129,136,73,20,3,37,15
3581,S01003585,95,105,30,22,10,8,24
3582,S01003586,106,121,104,19,11,33,29
3583,S01003587,320,176,144,48,45,39,32
3584,S01003588,82,135,174,82,15,16,45
3585,S01003589,402,299,75,35,68,58,46
3586,S01003590,127,134,124,23,11,28,39
3587,S01003591,365,165,189,18,41,68,39
3588,S01003592,199,169,57,25,13,40,21
3589,S01003593,159,106,90,26,14,20,33
3590,S01003594,230,225,80,31,46,37,42
3591,S01003595,210,129,17,10,5,30,25
3592,S01003596,106,133,29,10,13,19,26
3593,S01003597,94,128,56,14,16,33,23
3594,S01003598,148,110,36,30,9,19,28
3595,S01003599,69,111,44,17,4,26,23
3596,S01003600,166,98,37,9,14,26,26
3597,S01003601,218,157,37,26,9,36,19
3598,S01003602,147,107,52,14,3,30,30
3599,S01003603,112,78,99,11,12,14,21
3600,S01003604,158,177,39,19,13,19,30
3601,S01003605,106,92,68,15,8,14,23
3602,S01003606,149,148,46,35,17,22,36
3603,S01003607,114,92,56,12,8,13,26
3604,S01003608,81,54,67,16,11,14,16
3605,S01003609,191,204,162,46,35,35,42
3606,S01003610,106,141,106,26,18,19,32
3607,S01003611,139,108,31,13,3,18,13
3608,S01003612,121,216,94,23,30,43,29
3609,S01003613,38,229,177,87,33,19,54
3610,S01003614,90,71,80,9,21,6,19
3611,S01003615,89,104,53,13,6,12,15
3612,S01003616,54,167,206,66,44,30,36
3613,S01003617,183,135,36,11,8,29,27
3614,S01003618,114,106,103,22,14,15,26
3615,S01003619,178,106,18,16,3,24,21
3616,S01003620,214,231,83,41,43,44,43
3617,S01003621,117,134,50,15,11,19,27
3618,S01003622,108,85,89,25,12,8,25
3619,S01003623,218,224,105,41,29,47,23
3620,S01003624,166,177,46,17,11,17,40
3621,S01003625,143,123,38,17,17,20,17
3622,S01003626,70,233,185,65,17,31,48
3623,S01003627,113,91,23,12,4,21,18
3624,S01003628,160,85,71,33,7,30,28
3625,S01003629,100,137,22,13,9,20,29
3626,S01003630,110,71,72,21,7,12,22
3627,S01003631,117,91,121,13,20,15,32
3628,S01003632,147,211,101,22,38,25,32
3629,S01003633,139,146,209,41,29,30,35
3630,S01003634,221,123,83,23,7,29,33
3631,S01003635,82,104,83,17,20,10,20
3632,S01003636,119,174,36,19,14,30,24
3633,S01003637,113,100,114,20,14,10,20
3634,S01003638,135,182,90,20,33,15,26
3635,S01003639,99,117,101,19,18,22,34
3636,S01003640,137,187,47,14,10,12,41
3637,S01003641,57,145,197,59,40,24,51
3638,S01003642,114,109,112,27,9,25,30
3639,S01003643,185,203,72,17,15,37,30
3640,S01003644,162,120,64,21,9,18,33
3641,S01003645,82,80,67,24,11,12,36
3642,S01003646,178,76,77,16,8,28,15
3643,S01003647,121,104,98,16,9,14,21
3644,S01003648,134,136,165,16,36,24,34
3645,S01003649,206,242,115,35,22,49,40
3646,S01003650,160,106,26,11,10,14,29
3647,S01003651,95,87,99,14,7,29,15
3648,S01003652,131,121,33,12,13,7,25
3649,S01003653,149,133,36,9,9,29,23
3650,S01003654,178,162,100,27,31,21,30
3651,S01003655,218,103,85,27,9,24,27
3652,S01003656,121,105,33,15,8,17,20
3653,S01003657,179,167,42,11,8,35,26
3654,S01003658,119,145,159,30,24,24,30
3655,S01003659,175,158,146,38,26,30,30
3656,S01003660,110,149,252,85,38,36,44
3657,S01003661,162,265,115,39,30,28,34
3658,S01003662,76,61,72,15,12,22,21
3659,S01003663,141,124,47,16,14,14,26
3660,S01003664,101,79,28,5,7,18,29
3661,S01003665,107,75,36,8,5,13,21
3662,S01003666,137,122,45,10,4,28,23
3663,S01003667,162,124,149,42,30,40,47
3664,S01003668,93,89,78,12,15,14,23
3665,S01003669,75,111,30,12,6,10,23
3666,S01003670,155,168,47,23,6,33,32
3667,S01003671,134,83,66,21,8,11,18
3668,S01003672,176,152,36,14,3,24,22
3669,S01003673,128,93,36,5,7,27,15
3670,S01003674,122,105,106,30,11,25,34
3671,S01003675,117,158,160,31,32,25,27
3672,S01003676,152,119,98,19,17,19,21
3673,S01003677,137,161,46,16,2,28,25
3674,S01003678,102,116,91,16,7,13,20
3675,S01003679,139,151,150,30,18,29,33
3676,S01003680,141,162,46,10,10,23,33
3677,S01003681,58,60,72,19,11,9,16
3678,S01003682,202,239,167,47,33,35,53
3679,S01003683,70,75,105,33,9,15,20
3680,S01003684,96,72,91,25,12,22,28
3681,S01003685,86,68,89,16,6,6,31
3682,S01003686,197,220,62,40,18,38,40
3683,S01003687,103,114,35,5,3,21,18
3684,S01003688,180,154,88,24,14,26,50
3685,S01003689,113,77,67,11,4,22,21
3686,S01003690,96,81,102,16,10,19,32
3687,S01003691,205,256,146,44,21,34,58
3688,S01003692,134,127,141,30,17,21,53
3689,S01003693,75,108,103,16,8,21,29
3690,S01003694,167,115,156,25,16,14,43
3691,S01003695,223,221,112,31,12,29,31
3692,S01003696,127,184,150,31,16,23,39
3693,S01003697,151,173,259,33,20,22,48
3694,S01003698,155,102,130,34,18,21,33
3695,S01003699,202,265,203,48,23,33,57
3696,S01003700,168,160,156,29,9,15,41
3697,S01003701,104,106,130,19,11,7,37
3698,S01003702,183,124,98,31,6,32,28
3699,S01003703,176,150,125,23,10,44,32
3700,S01003704,126,42,85,21,13,27,23
3701,S01003705,193,109,80,23,2,25,31
3702,S01003706,179,94,84,14,12,27,21
3703,S01003707,255,49,95,21,12,37,31
3704,S01003708,137,59,49,11,1,31,19
3705,S01003709,139,50,62,16,5,22,15
3706,S01003710,126,155,56,17,6,26,36
3707,S01003711,198,124,67,15,3,48,21
3708,S01003712,221,69,110,44,18,23,42
3709,S01003713,129,59,59,26,4,32,11
3710,S01003714,204,124,127,30,11,28,50
3711,S01003715,190,114,144,53,20,32,33
3712,S01003716,213,80,51,21,9,24,17
3713,S01003717,179,68,87,38,7,38,13
3714,S01003718,208,48,80,29,6,23,19
3715,S01003719,105,29,20,61,51,84,33
3716,S01003720,192,38,39,63,117,99,57
3717,S01003721,160,47,28,121,38,58,49
3718,S01003722,200,3,26,135,47,40,42
3719,S01003723,80,39,21,146,28,33,31
3720,S01003724,247,69,23,10,38,28,42
3721,S01003725,188,109,21,7,25,48,32
3722,S01003726,222,156,19,14,26,16,43
3723,S01003727,259,176,17,10,23,30,33
3724,S01003728,47,59,21,21,77,50,43
3725,S01003729,241,111,8,10,32,24,38
3726,S01003730,212,94,8,4,25,17,26
3727,S01003731,211,56,10,11,37,27,26
3728,S01003732,359,56,14,10,32,20,35
3729,S01003733,343,122,1,8,37,24,46
3730,S01003734,243,128,1,11,26,21,46
3731,S01003735,235,118,7,8,25,27,33
3732,S01003736,280,167,3,6,36,37,42
3733,S01003737,94,223,8,6,23,26,22
3734,S01003738,117,239,2,3,32,44,39
3735,S01003739,88,20,24,14,72,72,57
3736,S01003740,60,24,53,105,46,62,30
3737,S01003741,73,126,104,91,120,77,34
3738,S01003742,39,50,9,163,33,41,33
3739,S01003743,87,26,69,43,61,71,38
3740,S01003744,45,49,28,100,79,78,37
3741,S01003745,356,17,7,4,58,47,68
3742,S01003746,147,70,63,47,58,81,59
3743,S01003747,206,147,15,14,109,58,69
3744,S01003748,192,17,3,31,49,50,28
3745,S01003749,345,18,11,45,61,52,51
3746,S01003750,38,34,103,79,57,93,34
3747,S01003751,324,24,49,57,109,90,68
3748,S01003752,86,33,90,46,163,74,53
3749,S01003753,197,39,38,50,99,75,48
3750,S01003754,302,21,35,95,76,30,43
3751,S01003755,231,17,29,67,101,48,41
3752,S01003756,106,9,87,53,52,87,46
3753,S01003757,62,29,34,65,57,84,32
3754,S01003758,65,27,20,78,159,62,53
3755,S01003759,98,21,68,52,57,62,40
