,GEO_CODE,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km and over,Work or study mainly at or from home,Other (including no fixed place of work; working on an offshore installation and working outside the UK)
645,S01000646,268,64,19,90,61,16,38
646,S01000647,320,47,14,87,65,11,48
647,S01000648,318,17,28,88,60,31,35
648,S01000649,43,65,47,69,74,64,30
649,S01000650,287,22,24,61,35,25,32
650,S01000651,265,6,16,51,80,17,40
651,S01000652,274,26,20,62,63,23,34
652,S01000653,321,6,17,54,66,38,44
653,S01000654,379,8,17,62,97,21,39
654,S01000655,272,35,17,63,73,15,31
655,S01000656,265,26,22,55,78,27,43
656,S01000657,212,26,21,43,60,18,30
657,S01000658,207,9,20,25,57,20,34
658,S01000659,316,50,29,85,134,32,53
659,S01000660,294,9,33,51,132,22,44
660,S01000661,251,21,21,43,120,15,23
661,S01000662,52,138,21,38,75,36,34
662,S01000663,239,19,23,27,93,24,40
663,S01000664,96,27,107,127,80,43,46
664,S01000665,38,126,50,36,82,53,57
665,S01000666,32,91,53,26,93,24,23
666,S01000667,263,6,104,18,179,45,59
667,S01000668,229,7,84,17,122,26,36
668,S01000669,195,3,57,10,128,31,51
669,S01000670,179,9,46,9,62,22,25
670,S01000671,141,5,60,7,105,18,24
671,S01000672,198,5,47,17,111,23,31
672,S01000673,216,5,81,13,141,34,42
673,S01000674,181,137,75,70,86,63,53
674,S01000675,181,7,53,16,141,23,40
675,S01000676,67,52,39,15,63,65,26
676,S01000677,122,76,83,58,71,53,40
677,S01000678,342,73,20,73,81,27,59
678,S01000679,257,47,5,50,60,13,37
679,S01000680,291,22,3,32,63,14,38
680,S01000681,223,44,7,61,74,18,42
681,S01000682,181,13,8,40,61,22,37
682,S01000683,176,23,8,45,55,20,27
683,S01000684,190,23,4,40,52,14,40
684,S01000685,267,26,3,41,87,22,29
685,S01000686,281,17,4,47,77,14,42
686,S01000687,281,31,4,52,50,9,29
687,S01000688,282,33,2,47,64,25,43
688,S01000689,52,47,88,59,72,59,24
689,S01000690,246,86,5,37,78,24,33
690,S01000691,258,67,3,28,79,19,41
691,S01000692,211,7,25,62,46,20,63
692,S01000693,275,5,39,86,50,27,46
693,S01000694,203,100,3,36,69,23,44
694,S01000695,278,2,30,91,69,19,32
695,S01000696,200,3,43,68,80,18,47
696,S01000697,84,42,35,30,58,31,24
697,S01000698,206,3,33,68,47,19,36
698,S01000699,220,9,22,56,37,12,35
699,S01000700,214,195,7,35,105,21,53
700,S01000701,250,36,26,77,105,35,56
701,S01000702,154,9,31,44,58,16,31
702,S01000703,246,13,37,56,71,13,52
703,S01000704,79,71,79,99,125,72,60
704,S01000705,209,245,27,23,143,25,54
705,S01000706,206,57,43,70,114,39,43
706,S01000707,24,61,107,20,87,34,33
707,S01000708,50,22,25,69,92,111,35
708,S01000709,131,27,101,55,109,42,46
709,S01000710,91,81,130,93,156,147,73
710,S01000711,55,30,31,109,61,84,29
711,S01000712,248,6,4,2,38,24,22
712,S01000713,422,13,8,5,56,19,28
713,S01000714,99,155,137,3,37,81,35
714,S01000715,229,5,3,1,43,13,36
715,S01000716,258,5,7,0,33,21,11
716,S01000717,390,11,4,3,31,37,30
717,S01000718,416,8,2,1,72,24,32
718,S01000719,302,7,10,5,29,25,18
719,S01000720,87,20,87,55,138,66,58
720,S01000721,95,33,59,46,76,88,34
721,S01000722,144,21,27,142,42,57,49
722,S01000723,57,62,63,46,39,63,28
723,S01000724,307,12,29,23,51,32,52
724,S01000725,63,47,48,86,103,78,48
725,S01000726,68,34,99,48,60,78,51
726,S01000727,296,15,9,7,36,38,33
727,S01000728,61,104,105,16,69,118,33
728,S01000729,232,7,0,9,22,15,22
729,S01000730,259,10,4,2,31,18,15
730,S01000731,180,13,6,4,43,13,14
731,S01000732,177,4,7,14,38,22,20
732,S01000733,265,3,11,10,52,44,26
733,S01000734,237,149,10,19,45,56,38
734,S01000735,195,8,3,10,40,18,19
735,S01000736,111,174,4,22,39,19,30
736,S01000737,39,116,6,12,54,23,21
737,S01000738,166,15,0,46,76,24,56
738,S01000739,215,16,2,76,70,37,62
739,S01000740,107,35,10,31,123,69,63
740,S01000741,78,29,260,57,66,45,46
741,S01000742,42,46,76,49,24,25,30
742,S01000743,156,99,26,22,25,30,23
743,S01000744,273,45,28,29,45,24,32
744,S01000745,285,63,27,23,42,19,32
745,S01000746,264,57,23,31,33,16,33
746,S01000747,177,21,25,19,25,21,33
747,S01000748,180,37,12,15,14,14,20
748,S01000749,211,31,16,18,16,22,19
749,S01000750,238,30,29,12,38,21,25
750,S01000751,81,48,83,81,108,19,26
751,S01000752,366,31,23,17,55,37,23
752,S01000753,70,50,126,58,74,27,31
753,S01000754,229,42,8,13,37,16,19
754,S01000755,143,53,44,95,78,76,50
755,S01000756,326,102,23,25,57,52,39
756,S01000757,193,63,10,16,32,24,27
757,S01000758,78,78,154,90,176,71,35
758,S01000759,135,238,45,39,48,36,44
759,S01000760,85,29,145,24,63,24,20
760,S01000761,66,44,126,21,44,28,27
761,S01000762,185,26,33,70,96,16,29
762,S01000763,77,76,119,99,86,82,51
763,S01000764,180,7,88,45,109,23,29
764,S01000765,230,25,30,133,65,13,24
765,S01000766,192,9,72,26,103,35,31
766,S01000767,178,7,46,22,52,24,25
767,S01000768,184,10,97,37,113,28,38
768,S01000769,208,27,115,28,126,18,41
769,S01000770,188,2,48,19,51,29,34
770,S01000771,256,9,86,45,168,36,25
771,S01000772,112,51,37,30,87,34,15
772,S01000773,144,82,59,50,133,33,41
773,S01000774,225,3,97,21,47,16,38
774,S01000775,141,29,37,23,109,41,14
775,S01000776,182,8,84,37,107,19,22
776,S01000777,212,13,101,19,27,15,17
777,S01000778,111,11,60,18,96,28,20
778,S01000779,159,119,76,40,93,16,34
779,S01000780,151,73,235,38,67,27,22
780,S01000781,175,51,50,51,166,54,26
781,S01000782,192,48,97,33,113,18,29
782,S01000783,32,35,117,18,60,31,19
783,S01000784,160,72,78,38,202,52,24
784,S01000785,80,166,51,23,38,41,42
785,S01000786,78,116,52,35,134,40,30
786,S01000787,44,10,24,66,64,75,27
787,S01000788,85,100,92,39,115,28,27
788,S01000789,97,197,2,16,54,32,30
789,S01000790,48,81,82,30,89,25,28
790,S01000791,151,159,5,12,30,23,33
791,S01000792,50,102,106,56,97,25,36
792,S01000793,377,50,5,24,38,21,27
793,S01000794,353,13,14,15,51,34,42
794,S01000795,323,53,4,16,57,21,28
795,S01000796,51,36,49,48,82,65,36
796,S01000797,103,49,26,117,67,22,25
797,S01000798,81,59,18,72,53,11,19
798,S01000799,1827,36,28,83,147,149,368
799,S01000800,125,33,93,135,88,57,55
800,S01000801,56,115,142,16,46,34,44
801,S01000802,48,80,58,137,48,45,34
802,S01000803,80,40,69,162,83,118,68
803,S01000804,129,76,17,89,271,71,54
804,S01000805,96,33,30,68,159,67,48
805,S01000806,81,50,11,119,97,104,61
806,S01000807,181,37,33,78,122,39,39
807,S01000808,84,36,60,106,83,84,47
808,S01000809,111,28,30,5,51,116,44
809,S01000810,74,103,117,16,43,67,41
810,S01000811,425,42,8,20,42,46,47
811,S01000812,276,13,3,14,29,19,23
812,S01000813,380,66,11,22,27,22,32
813,S01000814,480,27,4,15,51,30,54
814,S01000815,219,4,2,17,36,24,23
815,S01000816,253,15,5,15,33,21,28
816,S01000817,440,31,6,29,51,34,49
817,S01000818,350,39,6,18,42,40,52
818,S01000819,92,53,44,67,150,99,31
819,S01000820,52,15,45,63,74,88,29
820,S01000821,363,40,7,19,45,56,45
821,S01000822,236,55,7,22,29,14,36
822,S01000823,229,42,4,19,38,28,35
823,S01000824,92,19,26,172,32,47,43
824,S01000825,98,68,147,4,29,62,28
825,S01000826,101,191,62,8,55,28,33
826,S01000827,48,61,160,63,42,42,47
827,S01000828,107,53,74,166,43,77,45
828,S01000829,94,41,36,60,45,81,38
829,S01000830,81,25,47,86,61,106,62
830,S01000831,103,111,144,13,59,90,48
831,S01000832,383,6,19,31,73,91,70
832,S01000833,97,104,33,44,40,27,26
833,S01000834,103,132,101,94,42,18,29
834,S01000835,107,122,38,74,35,9,28
835,S01000836,200,61,90,22,37,28,22
836,S01000837,202,44,91,40,57,31,34
837,S01000838,89,165,50,99,42,12,25
838,S01000839,323,67,113,51,54,25,40
839,S01000840,223,64,56,26,22,22,21
840,S01000841,258,115,45,44,22,21,42
841,S01000842,95,103,107,105,76,45,42
842,S01000843,241,40,118,44,64,22,27
843,S01000844,187,53,61,37,34,20,32
844,S01000845,159,28,63,35,48,19,24
845,S01000846,197,32,58,28,27,16,27
846,S01000847,275,62,87,43,40,22,31
847,S01000848,158,32,70,29,33,20,23
848,S01000849,186,30,53,22,31,11,18
849,S01000850,169,30,54,12,26,17,28
850,S01000851,224,73,92,47,52,13,33
851,S01000852,175,48,56,44,25,17,22
852,S01000853,148,28,54,19,21,8,21
853,S01000854,212,129,68,66,25,35,34
854,S01000855,179,130,98,45,67,19,41
855,S01000856,124,109,22,39,23,21,28
856,S01000857,218,40,56,25,34,9,25
857,S01000858,170,120,127,50,44,25,31
858,S01000859,228,70,112,34,75,16,35
859,S01000860,176,135,52,62,27,15,27
860,S01000861,181,38,45,40,34,11,22
861,S01000862,109,86,63,55,33,7,15
862,S01000863,180,41,58,19,28,18,20
863,S01000864,145,84,101,29,48,21,17
864,S01000865,133,93,28,29,29,14,31
865,S01000866,185,121,126,37,29,33,30
866,S01000867,106,96,83,23,35,22,30
867,S01000868,139,131,61,16,18,11,16
868,S01000869,129,64,69,15,17,25,10
869,S01000870,212,128,95,29,18,30,28
870,S01000871,164,148,59,77,50,28,26
871,S01000872,88,95,33,97,38,14,31
872,S01000873,291,140,137,51,45,51,45
873,S01000874,113,58,30,55,25,10,31
874,S01000875,84,101,129,35,39,25,29
875,S01000876,138,114,48,118,49,22,32
876,S01000877,115,112,39,89,31,20,37
877,S01000878,150,67,57,76,59,8,24
878,S01000879,207,22,91,119,87,48,43
879,S01000880,88,137,157,41,64,25,28
880,S01000881,151,78,79,32,27,13,22
881,S01000882,163,109,115,41,62,24,55
882,S01000883,203,112,120,69,57,30,38
883,S01000884,57,80,115,25,38,21,25
884,S01000885,68,77,55,88,60,20,20
885,S01000886,114,92,71,97,35,22,37
886,S01000887,197,77,125,34,49,30,34
887,S01000888,134,80,107,47,35,20,26
888,S01000889,116,108,60,121,45,24,36
889,S01000890,135,97,52,105,42,21,32
890,S01000891,239,18,88,107,85,40,36
891,S01000892,152,16,47,77,73,34,15
892,S01000893,177,12,70,108,96,43,32
893,S01000894,110,66,94,59,49,25,27
894,S01000895,113,115,117,182,73,31,46
895,S01000896,45,28,21,83,104,35,16
896,S01000897,73,28,11,30,122,89,33
897,S01000898,34,65,16,17,105,64,28
898,S01000899,124,12,14,36,164,49,49
899,S01000900,42,40,40,63,93,109,22
900,S01000901,59,34,16,146,42,50,26
901,S01000902,304,47,21,42,100,52,38
902,S01000903,96,62,17,50,153,94,43
903,S01000904,73,31,31,69,87,68,36
904,S01000905,67,30,61,82,66,101,39
905,S01000906,199,29,8,25,40,20,27
906,S01000907,232,8,13,29,65,34,42
907,S01000908,261,14,22,52,55,22,32
908,S01000909,127,127,106,41,80,97,52
909,S01000910,76,171,154,15,43,77,37
910,S01000911,220,76,39,43,80,71,42
911,S01000912,129,16,21,127,49,55,40
912,S01000913,145,22,60,43,79,61,38
913,S01000914,31,13,72,41,118,90,34
914,S01000915,146,46,179,41,42,107,37
915,S01000916,103,31,40,200,95,95,49
916,S01000917,72,25,95,62,64,92,26
917,S01000918,83,27,9,72,100,52,24
918,S01000919,100,13,34,84,41,51,32
919,S01000920,28,86,73,17,34,66,33
920,S01000921,100,167,67,12,34,47,32
921,S01000922,181,59,59,35,98,74,42
922,S01000923,327,53,38,4,19,27,30
923,S01000924,406,26,34,8,58,33,33
924,S01000925,200,53,61,61,121,62,33
925,S01000926,283,32,18,8,26,21,19
926,S01000927,413,34,22,4,54,34,47
927,S01000928,122,12,144,37,113,69,46
928,S01000929,182,15,9,3,20,13,19
929,S01000930,304,13,12,3,52,28,28
930,S01000931,208,33,44,18,95,21,39
931,S01000932,316,29,30,11,81,42,51
932,S01000933,386,24,28,7,53,29,32
933,S01000934,376,12,31,8,55,44,33
934,S01000935,222,22,37,38,104,35,70
935,S01000936,354,31,31,4,40,25,28
936,S01000937,218,11,21,4,44,23,25
937,S01000938,353,39,27,11,31,19,45
938,S01000939,165,22,33,37,88,19,45
939,S01000940,190,18,59,66,80,36,42
940,S01000941,143,38,17,5,24,11,21
941,S01000942,182,119,32,44,91,57,52
942,S01000943,241,119,23,5,48,32,27
943,S01000944,236,11,19,34,99,32,21
944,S01000945,254,8,16,24,83,39,30
945,S01000946,258,13,36,28,72,17,33
946,S01000947,227,68,27,7,34,30,34
947,S01000948,82,41,170,41,35,76,40
948,S01000949,101,29,39,30,45,40,22
949,S01000950,131,17,43,69,53,70,44
950,S01000951,260,10,3,12,53,37,32
951,S01000952,244,27,23,34,91,27,42
952,S01000953,277,59,10,32,109,37,30
953,S01000954,258,56,43,20,68,78,45
954,S01000955,78,36,88,54,63,32,28
955,S01000956,338,16,12,42,87,19,35
956,S01000957,48,30,75,24,51,66,25
957,S01000958,129,57,148,93,53,9,32
958,S01000959,111,77,93,70,71,17,22
959,S01000960,150,7,7,7,50,39,23
960,S01000961,294,43,15,26,113,29,12
961,S01000962,198,20,6,21,82,21,15
962,S01000963,156,10,22,150,36,11,24
963,S01000964,105,47,99,86,66,101,27
964,S01000965,268,21,7,28,59,30,23
965,S01000966,382,33,22,44,123,12,32
966,S01000967,177,22,8,21,61,18,25
967,S01000968,95,83,109,170,43,92,37
968,S01000969,238,25,8,30,98,22,27
969,S01000970,166,16,51,137,33,16,17
970,S01000971,301,29,7,29,80,21,25
971,S01000972,199,15,49,308,71,38,36
972,S01000973,229,18,9,19,81,15,19
973,S01000974,293,55,12,33,106,22,32
974,S01000975,47,32,80,170,32,64,22
975,S01000976,48,59,43,48,51,48,21
976,S01000977,162,9,30,193,33,27,29
977,S01000978,114,148,31,26,86,45,32
978,S01000979,65,22,117,75,66,41,38
979,S01000980,65,9,157,65,56,79,39
980,S01000981,73,43,58,130,39,87,37
981,S01000982,68,97,43,18,68,56,29
982,S01000983,54,23,94,53,26,75,18
983,S01000984,43,56,65,32,63,56,32
984,S01000985,265,19,14,10,63,26,28
985,S01000986,86,17,52,57,54,45,34
986,S01000987,66,90,178,35,21,23,34
987,S01000988,48,21,94,87,25,57,20
988,S01000989,70,62,207,114,44,76,36
989,S01000990,198,157,45,8,49,27,36
990,S01000991,46,22,44,137,17,48,33
991,S01000992,274,80,23,13,25,36,26
992,S01000993,105,278,75,12,51,48,38
993,S01000994,155,25,172,34,101,67,63
994,S01000995,319,200,12,36,56,24,38
995,S01000996,350,56,17,16,58,45,29
996,S01000997,250,283,16,27,60,46,28
997,S01000998,213,70,2,8,38,36,31
998,S01000999,328,117,7,25,52,15,24
999,S01001000,198,39,8,11,25,8,18
1000,S01001001,52,35,28,97,54,91,34
1001,S01001002,347,80,8,18,52,20,26
1002,S01001003,250,261,18,34,61,30,31
1003,S01001004,237,59,7,18,30,16,21
1004,S01001005,351,73,22,22,57,25,23
1005,S01001006,363,99,9,20,31,17,30
1006,S01001007,320,61,3,23,29,20,25
1007,S01001008,322,45,3,23,46,22,17
1008,S01001009,193,131,8,22,45,16,20
1009,S01001010,246,47,14,25,37,24,29
1010,S01001011,40,39,75,98,56,87,34
1011,S01001012,390,82,6,36,56,25,24
1012,S01001013,291,60,3,14,52,24,27
1013,S01001014,289,47,3,22,57,21,34
1014,S01001015,203,51,3,15,41,26,16
1015,S01001016,209,60,29,49,78,99,44
1016,S01001017,255,106,11,19,28,15,32
1017,S01001018,260,75,5,21,45,24,28
1018,S01001019,302,101,3,15,44,22,29
1019,S01001020,186,54,3,14,16,13,14
1020,S01001021,364,82,7,14,53,25,26
1021,S01001022,295,75,8,26,41,41,30
1022,S01001023,98,76,139,124,69,104,50
1023,S01001024,165,200,45,21,34,22,39
1024,S01001025,287,162,5,25,66,29,41
1025,S01001026,97,34,111,121,110,51,56
1026,S01001027,282,137,10,17,45,15,31
1027,S01001028,259,103,3,11,33,21,38
1028,S01001029,211,144,12,17,29,17,20
1029,S01001030,248,77,6,22,38,27,20
1030,S01001031,221,260,25,22,39,18,43
1031,S01001032,207,125,5,18,14,14,18
1032,S01001033,275,120,4,8,30,19,21
1033,S01001034,234,167,5,12,42,31,30
1034,S01001035,191,67,3,17,24,15,24
1035,S01001036,116,145,8,14,21,9,25
1036,S01001037,174,192,7,13,32,25,32
1037,S01001038,131,301,24,24,60,16,36
1038,S01001039,39,30,86,85,30,65,19
1039,S01001040,52,96,110,22,30,33,37
1040,S01001041,50,164,99,17,29,36,21
1041,S01001042,160,306,28,37,68,21,46
1042,S01001043,172,239,16,18,44,11,27
1043,S01001044,127,67,13,24,179,88,66
1044,S01001045,135,223,21,22,39,9,26
1045,S01001046,96,111,15,8,22,15,20
1046,S01001047,139,38,18,81,27,35,29
1047,S01001048,115,194,29,21,20,16,31
1048,S01001049,125,188,27,16,16,27,23
1049,S01001050,106,23,131,74,142,84,54
1050,S01001051,118,156,39,15,29,21,29
1051,S01001052,93,147,41,12,24,13,28
1052,S01001053,126,18,113,117,38,60,32
1053,S01001054,194,52,32,99,34,40,60
1054,S01001055,178,22,16,101,38,30,34
1055,S01001056,214,27,18,90,29,21,55
1056,S01001057,91,85,100,34,33,53,31
1057,S01001058,211,20,13,105,48,26,37
1058,S01001059,224,15,28,91,31,36,28
1059,S01001060,170,21,117,102,47,18,45
1060,S01001061,338,17,12,25,90,24,40
1061,S01001062,54,57,131,42,30,65,25
1062,S01001063,122,23,99,101,56,47,37
1063,S01001064,359,0,2,16,93,20,32
1064,S01001065,333,2,7,16,80,24,34
1065,S01001066,69,49,66,120,37,108,28
1066,S01001067,66,46,77,78,90,121,51
1067,S01001068,47,43,42,58,139,155,57
1068,S01001069,68,109,136,118,47,73,63
1069,S01001070,104,33,47,46,145,115,57
1070,S01001071,71,46,63,127,37,51,34
1071,S01001072,82,97,53,107,59,96,46
1072,S01001073,127,76,87,173,52,80,51
1073,S01001074,92,26,52,21,59,60,31
1074,S01001075,132,117,6,46,134,35,47
1075,S01001076,99,53,66,31,148,67,65
1076,S01001077,101,97,25,19,128,39,32
1077,S01001078,81,71,43,73,126,61,52
1078,S01001079,53,43,39,64,60,70,22
1079,S01001080,206,18,5,14,93,39,40
1080,S01001081,99,26,9,21,94,68,34
1081,S01001082,245,12,1,11,135,34,46
1082,S01001083,226,33,21,11,83,37,35
1083,S01001084,277,38,10,12,152,78,62
1084,S01001085,251,21,37,14,126,11,37
1085,S01001086,139,75,5,22,92,25,28
1086,S01001087,79,46,11,23,52,12,18
1087,S01001088,202,88,45,30,110,41,27
1088,S01001089,201,30,36,29,117,72,34
1089,S01001090,407,91,96,16,38,43,29
1090,S01001091,304,57,80,9,21,26,10
1091,S01001092,469,106,108,15,43,45,28
1092,S01001093,576,74,83,2,19,54,30
1093,S01001094,162,295,99,14,36,19,28
1094,S01001095,906,79,66,6,29,94,37
1095,S01001096,438,83,143,8,18,46,23
1096,S01001097,214,90,53,8,38,15,19
1097,S01001098,356,180,79,7,26,54,27
1098,S01001099,410,72,66,4,27,28,26
1099,S01001100,267,76,86,9,42,7,27
1100,S01001101,663,80,106,9,25,55,26
1101,S01001102,423,79,44,4,14,55,28
1102,S01001103,113,225,187,8,39,47,19
1103,S01001104,294,68,34,8,18,29,16
1104,S01001105,154,224,82,9,33,45,24
1105,S01001106,144,216,69,54,36,28,33
1106,S01001107,269,104,89,8,30,30,25
1107,S01001108,294,70,51,6,14,24,20
1108,S01001109,338,89,62,4,20,32,25
1109,S01001110,351,100,57,12,22,45,31
1110,S01001111,405,107,62,6,31,33,33
1111,S01001112,158,49,161,23,29,24,39
1112,S01001113,410,138,65,10,27,57,34
1113,S01001114,252,82,36,5,12,42,29
1114,S01001115,253,104,45,3,20,15,24
1115,S01001116,111,85,47,9,6,8,19
1116,S01001117,180,68,33,9,22,11,18
1117,S01001118,134,109,49,11,16,13,23
1118,S01001119,156,65,170,29,37,29,52
1119,S01001120,120,33,120,29,32,12,23
1120,S01001121,219,146,22,7,21,40,25
1121,S01001122,303,93,56,8,18,30,29
1122,S01001123,354,116,70,16,47,31,27
1123,S01001124,75,129,34,8,18,18,19
1124,S01001125,131,123,25,120,15,24,24
1125,S01001126,213,307,95,13,25,32,31
1126,S01001127,263,103,45,7,30,39,19
1127,S01001128,151,182,94,74,27,34,31
1128,S01001129,185,205,41,75,20,24,41
1129,S01001130,170,178,84,4,11,17,35
1130,S01001131,278,95,39,7,27,33,24
1131,S01001132,247,122,62,4,19,11,25
1132,S01001133,196,168,37,7,22,24,37
1133,S01001134,233,66,245,37,54,35,30
1134,S01001135,102,101,28,24,11,23,14
1135,S01001136,260,91,42,15,32,49,42
1136,S01001137,231,95,46,5,28,21,34
1137,S01001138,259,159,44,10,37,19,20
1138,S01001139,89,139,45,3,12,17,28
1139,S01001140,234,124,71,12,21,16,31
1140,S01001141,269,73,31,4,17,20,30
1141,S01001142,160,39,168,30,36,33,30
1142,S01001143,104,136,83,13,26,32,19
1143,S01001144,190,112,45,4,9,13,27
1144,S01001145,130,57,23,4,10,6,17
1145,S01001146,230,210,101,9,36,34,47
1146,S01001147,248,107,41,12,23,27,14
1147,S01001148,133,38,151,33,23,20,42
1148,S01001149,325,108,57,11,37,21,32
1149,S01001150,139,149,51,33,20,21,23
1150,S01001151,150,79,37,2,10,19,22
1151,S01001152,279,84,40,6,24,35,34
1152,S01001153,92,172,33,12,22,26,26
1153,S01001154,155,36,176,53,25,21,34
1154,S01001155,109,42,137,26,25,36,21
1155,S01001156,243,163,48,21,24,21,35
1156,S01001157,226,49,222,44,38,25,50
1157,S01001158,63,100,31,4,9,3,17
1158,S01001159,127,47,141,12,32,21,16
1159,S01001160,95,31,79,11,12,18,19
1160,S01001161,109,175,62,4,8,18,28
1161,S01001162,212,226,39,14,31,32,35
1162,S01001163,221,86,33,2,9,20,18
1163,S01001164,157,53,21,2,9,15,20
1164,S01001165,255,109,44,14,45,37,26
1165,S01001166,236,92,34,6,16,30,28
1166,S01001167,189,202,115,11,24,36,30
1167,S01001168,185,158,40,9,29,24,25
1168,S01001169,244,127,57,3,19,33,37
1169,S01001170,209,113,38,17,16,24,30
1170,S01001171,182,162,64,5,33,23,20
1171,S01001172,146,117,35,9,19,16,23
1172,S01001173,160,172,55,40,18,26,25
1173,S01001174,256,106,45,5,17,17,25
1174,S01001175,205,149,81,6,21,21,24
1175,S01001176,233,167,56,9,31,18,28
1176,S01001177,185,80,37,9,16,8,14
1177,S01001178,144,112,36,4,17,22,21
1178,S01001179,246,64,241,34,33,25,34
1179,S01001180,150,86,37,7,18,24,17
1180,S01001181,193,55,178,19,23,30,38
1181,S01001182,163,196,65,8,17,15,48
1182,S01001183,211,107,41,4,16,17,37
1183,S01001184,272,238,36,12,56,39,31
1184,S01001185,76,50,123,55,18,18,22
1185,S01001186,215,197,94,12,24,20,39
1186,S01001187,179,173,45,18,19,27,34
1187,S01001188,209,100,58,5,19,12,34
1188,S01001189,137,38,150,51,32,26,33
1189,S01001190,169,49,184,32,21,19,41
1190,S01001191,105,113,64,2,14,15,32
1191,S01001192,231,93,37,10,8,24,32
1192,S01001193,205,241,44,13,32,34,33
1193,S01001194,222,73,226,26,31,21,42
1194,S01001195,179,145,53,5,14,16,33
1195,S01001196,190,148,53,4,27,22,44
1196,S01001197,112,62,77,7,12,15,15
1197,S01001198,170,133,57,7,15,19,38
1198,S01001199,229,151,77,6,15,17,33
1199,S01001200,169,125,35,11,25,20,31
1200,S01001201,169,151,44,3,18,16,27
1201,S01001202,120,60,91,5,12,17,17
1202,S01001203,133,134,62,7,10,13,23
1203,S01001204,184,67,208,48,35,22,38
1204,S01001205,188,196,38,6,10,38,35
1205,S01001206,198,158,42,3,16,14,19
1206,S01001207,261,150,41,8,27,18,47
1207,S01001208,167,118,26,7,11,20,16
1208,S01001209,188,199,49,6,15,6,20
1209,S01001210,194,109,89,3,8,8,36
1210,S01001211,187,209,65,9,29,14,36
1211,S01001212,162,92,54,4,8,8,19
1212,S01001213,243,256,22,4,20,32,29
1213,S01001214,120,107,30,2,17,11,19
1214,S01001215,207,173,56,7,19,15,36
1215,S01001216,267,149,94,9,16,15,45
1216,S01001217,257,155,39,5,23,28,17
1217,S01001218,210,62,206,44,28,15,36
1218,S01001219,108,66,151,42,24,20,18
1219,S01001220,116,105,53,5,9,17,22
1220,S01001221,108,123,69,48,16,18,19
1221,S01001222,203,126,35,11,14,26,33
1222,S01001223,141,156,197,14,26,24,46
1223,S01001224,228,205,43,8,15,24,36
1224,S01001225,209,213,102,14,33,22,34
1225,S01001226,189,126,75,8,16,18,28
1226,S01001227,132,290,58,12,21,24,36
1227,S01001228,174,209,78,14,26,8,41
1228,S01001229,165,170,78,11,30,33,42
1229,S01001230,149,140,51,1,8,36,30
1230,S01001231,152,181,33,3,15,22,35
1231,S01001232,128,51,163,48,39,28,33
1232,S01001233,193,224,49,6,10,27,23
1233,S01001234,164,116,55,10,9,18,26
1234,S01001235,223,213,51,16,24,29,25
1235,S01001236,246,181,70,9,19,19,37
